abstract	oxygen and reactive oxygen species metabolic process
abstract	platelet activating factor biosynthetic process
abstract	hypoxia
abstract	stress fiber formation
abstract	actin cytoskeleton reorganization
abstract	cell migration
abstract	endothelial cell proliferation
abstract	MAPKKK cascade
complex	Nck/Pak
complex	eNOS/Hsp90
smallMolecule	DAG
smallMolecule	O2
complex	VEGFA145/NRP2
complex	eNOS/Caveolin-1
protein	VEGFA145
complex	VEGFR2 homodimer/VEGFA homodimer/alphav/beta3 Integrin
complex	VEGFR2 homodimer/VEGFA homodimer/NCK1
complex	HIF1A/ARNT
protein	PAS
complex	VEGFR2 homodimer/VEGFA homodimer/Src
complex	VEGFA165/NRP2
complex	VEGFR2 homodimer/VEGFA homodimer/IQGAP1/Rac
complex	VEGFR2 homodimer/VEGFA homodimer/SHP1/eNOS
complex	VEGFR2 homodimer/VEGFA homodimer/Frs2/GRB2
complex	VEGFR2 homodimer/VEGFA homodimer
protein	ERK1-2-active
complex	VEGFR2 homodimer/VEGFA homodimer/Fyn
complex	VEGFA165/NRP1
complex	VEGFA homodimer
smallMolecule	L-arginine
protein	ERK1-2
complex	VEGFR2/3 heterodimer/VEGFC homodimer
complex	PI3K/GAB1
protein	VE-Cadherin
complex	VEGFR2 homodimer/VEGFA homodimer/IQGAP1/Cadherin/beta catenin
complex	VEGFR2 homodimer/VEGFA homodimer/SHP2
smallMolecule	L-citrulline
complex	VEGFR1/2 heterodimer
smallMolecule	NADPH
protein	TsAd
complex	VEGFR2 homodimer/VEGFA homodimer/TsAd
protein	MAPKA C-alphaP2-3
complex	VEGFR2 homodimer/VEGFA homodimer/Frs2
complex	FAK/Paxillin
complex	HRAS/GDP
complex	VEGFR2 homodimer
complex	VEGFR2 homodimer/VEGFA homodimer/Yes
complex	VEGFR2 homodimer/VEGFA homodimer/Sck
complex	HRAS/GTP
complex	VEGFR1/2 heterodimer/VEGFA homodimer
complex	VEGFR2 homodimer/VEGFA homodimer/SHP1
complex	VEGFR2 homodimer/VEGFA homodimer/GRB10
complex	VEGFC homodimer
complex	VEGFR2 homodimer/VEGFA homodimer/GRB10/NEDD4
complex	CaM/Ca2+
smallMolecule	PI-3-4-5-P3
complex	VEGF/Rho/ROCK1/alphav/beta3 Integrin
complex	SHC/GRB2/SOS1
smallMolecule	NO
protein	eNOS
complex	VEGFR2 homodimer/VEGFA homodimer/Src/Shb
smallMolecule	NADP
complex	VEGFR2/3 heterodimer
protein	S1P1
smallMolecule	PI-4-5-P2
complex	PI3K
complex	VEGFR2 homodimer/VEGFA homodimer/Frs2/Nck/Pak
smallMolecule	Ca2+
smallMolecule	IP3
complex	FAK/Vinculin
complex	alphaV/beta3 Integrin
protein	FAK
complex	VEGFB/NRP1
complex	VEGFR2 homodimer/Frs2
complex	VEGFA165/NRP1/VEGFR2 homodimer
protein	SHP2
complex	VEGFR1 homodimer
smallMolecule	GDP
smallMolecule	GTP
protein	YES1
protein	VHL
protein	VEGFB
protein	VEGFA
protein	VCL
protein	SRC
protein	SHC2
protein	SHB
protein	ROCK1
protein	RHOA
protein	RAC1
protein	PXN
protein	PTPN6
protein	PTK2B
protein	PRKCB
protein	PRKCA
protein	PRKACA
protein	PLCG1
protein	PDPK1
protein	NRP2
protein	NRP1
protein	NEDD4
protein	NCK1
protein	MAPK11
protein	MAP3K13
protein	MAP2K3
protein	KDR
protein	IQGAP1
protein	HSPB1
protein	HSP90AA1
protein	GRB2
protein	GRB10
protein	GAB1
protein	FYN
protein	FRS2
protein	FLT4
protein	FLT1
protein	FES
protein	EPAS1
protein	CTNNB1
protein	CDC42
protein	CALM1
protein	AKT1
CDC42	MAPK11	-a>
PI3K	PI-3-4-5-P3	-a>
DAG	CaM/Ca2+	component>
PI3K	ERK1-2-active	-a|
PRKCB	ERK1-2-active	-a>
VEGFR2 homodimer/VEGFA homodimer	SHC/GRB2/SOS1	-a>
eNOS	L-citrulline	-a>
SHC/GRB2/SOS1	GDP	-a>
PI3K/GAB1	AKT1	-a>
PDPK1	AKT1	-a>
PRKACA	eNOS	component>
AKT1	eNOS	component>
CaM/Ca2+	eNOS	component>
EPAS1	KDR	-t>
VEGFR2 homodimer/VEGFA homodimer/alphav/beta3 Integrin	VEGF/Rho/ROCK1/alphav/beta3 Integrin	component>
VHL	VEGFA homodimer	-t|
HIF1A/ARNT	VEGFA homodimer	-t>
PAS	VEGFA homodimer	-t>
PRKCA	ERK1-2-active	-a>
PLCG1	DAG	-a>
FES	PI3K/GAB1	component>
VEGFR2 homodimer/VEGFA homodimer/Src/Shb	PI3K/GAB1	component>
VEGFR2 homodimer/VEGFA homodimer	PI3K/GAB1	component>
PI3K	MAPK11	-a|
SHC/GRB2/SOS1	GAB1	-a>
YES1	VEGFR2 homodimer/VEGFA homodimer/Yes	component>
VEGFR2 homodimer/VEGFA homodimer	VEGFR2 homodimer/VEGFA homodimer/Yes	component>
SHC2	VEGFR2 homodimer/VEGFA homodimer/Sck	component>
VEGFR2 homodimer/VEGFA homodimer	VEGFR2 homodimer/VEGFA homodimer/Sck	component>
VEGFR2 homodimer/VEGFA homodimer	MAPK11	-a>
HRAS/GTP	MAPKKK cascade	-ap>
MAPK11	platelet activating factor biosynthetic process	-ap>
CTNNB1	VEGFR2 homodimer/VEGFA homodimer/IQGAP1/Cadherin/beta catenin	component>
VE-Cadherin	VEGFR2 homodimer/VEGFA homodimer/IQGAP1/Cadherin/beta catenin	component>
IQGAP1	VEGFR2 homodimer/VEGFA homodimer/IQGAP1/Cadherin/beta catenin	component>
VEGFR2 homodimer/VEGFA homodimer	VEGFR2 homodimer/VEGFA homodimer/IQGAP1/Cadherin/beta catenin	component>
RAC1	VEGFR2 homodimer/VEGFA homodimer/IQGAP1/Rac	component>
IQGAP1	VEGFR2 homodimer/VEGFA homodimer/IQGAP1/Rac	component>
