abstract	Schwann cell development
abstract	axon guidance
abstract	neuron projection morphogenesis
abstract	neuron apoptosis
abstract	JNK cascade
abstract	ubiquitin-dependent protein catabolic process
abstract	MAPKKK cascade
complex	CDC42/GDP
complex	NGF (dimer)/TRKA/p62/Atypical PKCs
complex	Rap1/GTP
complex	RIT1/GTP
complex	NT3 (dimer)/TRKA
complex	NGF (dimer)
complex	NT3 (dimer)/TRKC
complex	RhoG/GDP
complex	SH2B family
complex	Rho family GTPase
complex	RAS family/GTP/Tiam1
complex	NGF (dimer)/TRKA/NEDD4-2
complex	NT3 (dimer)
complex	KIDINS220/CRKL
complex	RAS family/GTP
complex	FRS2 family/SHP2/GRB2/SOS1
complex	SHC/RasGAP
complex	NGF (dimer)/TRKA/GIPC/GAIP
complex	RIT1/GDP
complex	NGF (dimer)/TRKA
complex	SHC/GRB2/SOS1/GAB1
complex	RAS family/GDP
complex	KIDINS220/CRKL/C3G
complex	NGF/NGFR-active
protein	ERK1-2-active
complex	STAT3 (dimer)
complex	BDNF (dimer)/TRKB/GIPC
complex	FRS2 family/SHP2
complex	RAP1/GDP
complex	NT-4/5 (dimer)/TRKB
complex	RhoG/GTP/ELMO1/DOCK1
protein	ERK1-2
complex	RIN/GTP
complex	SHC/Grb2/SOS1/GAB1/PI3K
complex	NT-4/5 (dimer)
complex	SH2B family/GRB2/SOS1
protein	DBS
complex	GRB2/SOS1
complex	RAC1/GDP
complex	NT3 (dimer)/TRKB
complex	RIN/GDP
complex	Rho Family GTPase-active
complex	CDC42/GTP
complex	RhoG/GTP
complex	NGF (dimer)/TRKA/FAIM
complex	TRKA/NEDD4-2
complex	NGF (dimer)/TRKA/GRIT
protein	FRS2 family
complex	SH2B1 (homopentamer)
complex	FRS2 family/SHP2/CRK family
complex	BDNF (dimer)/TRKB
complex	PAK1
complex	NGF (dimer)/TRKA/MATK
protein	SHC 2-3
complex	SHC 2-3/Grb2
complex	SHC/GRB2/SOS1
complex	FRS2 family/GRB2/SOS1
complex	RAS family/GTP/PI3K
complex	BDNF (dimer)
complex	PI3K
protein	Atypical PKCs
protein	CRK family
protein	SHP2
protein	FRS2 family-active
