abstract	heart looping
abstract	mesenchymal cell differentiation
abstract	negative regulation of cell growth
abstract	muscle cell differentiation
abstract	endothelial cell migration
abstract	degradation
complex	SMAD2-3/SMAD4/SP1/MIZ-1
complex	SMAD2-3/SMAD4/FOXO1-3a-4/FOXG1
complex	SMAD2/SMAD2/SMAD4/FOXH1/SMIF
protein	SMIF
complex	SMAD3/SMAD4/MYOD
complex	SMAD3/SMAD4/VDR
complex	SMAD2-3/SMAD4/ARC105
complex	PIASy/HDAC complex
complex	SMAD3/E2F4-5/DP1/p107/SMAD4
complex	SMAD3/SMAD4/Max
complex	SMAD3/SMAD4/GATA3
complex	SMAD3/SMAD4/ATF2
complex	SKI/SIN3/HDAC complex/NCoR1
complex	SMAD3/SMAD4/SP1-3
complex	MEF2C/TIF2
complex	SMAD3/SMAD4/GR
complex	Cbp/p300/Src-1
complex	SMAD3/SMAD4/RUNX2
complex	SMAD3/SMAD4/MEF2C
complex	Cbp/p300/MSG1
complex	SMAD2/SMAD2/SMAD4/SnoN/SIN3/HDAC complex/NCoR1
complex	SMAD2-3/SMAD4
protein	CDK2-4
complex	SMAD3/SMAD4/DLX1
protein	IgA1
complex	SMAD2-3/SMAD4/FOXO1-3a-4
complex	MYC/MIZ-1
complex	SMAD3/SMAD4/IRF7
complex	RUNX1-3/PEBPB2
complex	TGIF/SIN3/HDAC complex/CtBP
complex	MSG1/HSC70
complex	TGIF2/HDAC complex/SMAD3/SMAD4
protein	GCN5
complex	SMAD3/SMAD4/AR
complex	SMAD2/SMAD2/SMAD4/FOXH1
complex	SMAD3/SMAD4/AP1
complex	MYOD/TCF3
complex	Cbp/p300/SNIP1
complex	SMAD3/SMAD4/SP1
complex	AP1
complex	SMAD2-3/SMAD4/SP1
complex	Cbp/p300/PIAS3
complex	SMAD3/SMAD4
complex	SMAD3/SMAD4/HNF4
complex	SnoN/SIN3/HDAC complex/NCoR1
complex	SMAD3/SMAD4/RUNX1-3/PEBPB2
complex	SMAD3/SMAD4/TFE3
complex	SMAD2/SMAD2/SMAD4
complex	TGIF2/HDAC complex
protein	FOXO1-3a-4
complex	SMAD2-3/SMAD4/FOXO1-3a-4/CEBPB
protein	p300
complex	SMAD2/SMAD2/SMAD4/FOXH1/NKX2-5
complex	SMAD3/SMAD4/ATF3
complex	SMAD3/SMAD4/ER alpha
protein	Cbp/p300
protein	ZBTB17
protein	VDR
protein	TFE3
protein	TCF3
protein	SP1
protein	SMAD7
protein	SKIL
protein	SERPINE1
protein	RUNX2
protein	NR3C1
protein	NKX2-5
protein	NCOA2
protein	MEF2C
protein	MED15
protein	MAX
protein	LAMC1
protein	KAT2B
protein	JUN
protein	ITGB5
protein	IRF7
protein	IL5
protein	IL10
protein	IFNB1
protein	HNF4A
protein	GSC
protein	GATA3
protein	FOXH1
protein	FOXG1
protein	ESR1
protein	DLX1
protein	CREB1
protein	COL1A2
protein	CEBPB
protein	CDKN2B
protein	CDKN1A
protein	ATF2
protein	AR
protein	AKT1
AP1	SMAD7	-t>
MSG1/HSC70	SMAD3/SMAD4	-a|
SKI/SIN3/HDAC complex/NCoR1	SMAD2/SMAD2/SMAD4	-a|
SMAD2-3/SMAD4/FOXO1-3a-4/FOXG1	CDKN1A	-t|
SMAD3/SMAD4	GSC	-t|
Cbp/p300/PIAS3	SMAD2/SMAD2/SMAD4	-a>
MSG1/HSC70	SMAD2/SMAD2/SMAD4	-a|
Cbp/p300/SNIP1	SMAD2/SMAD2/SMAD4	-a|
Cbp/p300/Src-1	SMAD3/SMAD4/VDR	component>
SMAD3/SMAD4/Max	SERPINE1	-t|
TGIF/SIN3/HDAC complex/CtBP	SMAD2/SMAD2/SMAD4	-a|
Cbp/p300/MSG1	SMAD2/SMAD2/SMAD4	-a>
CDK2-4	SMAD3/SMAD4	-a>
CREB1	IgA1	-t>
SMAD3/SMAD4/ER alpha	COL1A2	-t|
p300	SMAD2/SMAD2/SMAD4/FOXH1/SMIF	component>
SMAD3/SMAD4/GR	SERPINE1	-t|
SKI/SIN3/HDAC complex/NCoR1	SMAD3/SMAD4	-a|
Cbp/p300/SNIP1	SMAD3/SMAD4	-a|
CEBPB	negative regulation of cell growth	-ap>
PIASy/HDAC complex	SMAD3/SMAD4	-a|
SMAD3/SMAD4	CDKN2B	-t|
MYC/MIZ-1	CDKN2B	-t|
KAT2B	SMAD2/SMAD2/SMAD4	-a>
SMAD3/SMAD4	degradation	-ap>
KAT2B	SMAD3/SMAD4	-a>
SMAD2-3/SMAD4/SP1	SMAD7	-t>
SMAD3/SMAD4/GATA3	IL5	-t>
