protein	ABL1
protein	AKT1
protein	ATM
protein	ATR
protein	CCNG1
protein	Chk2
protein	CSE1L
protein	DYRK2
protein	E4F1
protein	FBXO11
protein	GSK3B
protein	HIPK2
protein	HUWE1
protein	KAT2B
protein	KAT5
protein	MAPK14
protein	MDM2
protein	MDM4
protein	NEDD8
protein	PIN1
protein	PPM1D
protein	PPP1R13L
protein	PRMT5
protein	RASSF1
protein	RCHY1
protein	RFWD2
protein	RPL11
protein	RPL23
protein	RPL5
protein	SETD7
protein	SKP2
protein	SMYD2
protein	TP53
protein	TP53AIP1
protein	TTC5
protein	UBE2D1
protein	USP7
protein	YY1
protein	Cbp/p300
complex	Cyclin G1/PP2A-Bprime (complex)
protein	PKC delta
complex	p53 (tetramer) (complex)
complex	Cbp/p300/SKP2 (complex)
protein	CHK1-2
complex	MDM2/RPL5/RPL11/RPL23 (complex)
complex	p14ARF/ARF-BP1 (complex)
protein	p14ARF
protein	CK1 family
protein	SET8
complex	MDM2/UBCH5/Cbp/p300 (complex)
complex	PP2A-Bprime (complex)
complex	MDM2/UBCH5 (complex)
complex	MDM2/KAP1 (complex)
complex	p14ARF/MDM2 (complex)
complex	MDM2/UBCH5/YY1 (complex)
complex	p53/NEDD8 (complex)
complex	HAUSP/DAXX (complex)
complex	CDK2/Cyclin A (complex)
protein	JNK1-2-active
protein	hMOF
complex	STRAP/PRMT5 (complex)
complex	p53/PIN1 (complex)
abstract	proteasomal ubiquitin-dependent protein catabolic process (abstract)
abstract	DNA damage (abstract)
abstract	apoptosis (abstract)
abstract	response to stress (abstract)
abstract	histone deacetylase activity (abstract)
abstract	G1/S transition of mitotic cell cycle (abstract)
abstract	Ionizing Radiation (abstract)
abstract	Ultraviolet Radiation (abstract)
abstract	response to DNA damage stimulus (abstract)
abstract	autophagy (abstract)
abstract	Thymocyte (abstract)
abstract	response to endoplasmic reticulum stress (abstract)
protein	AFP
protein	AIFM2
protein	APAF1
protein	APC
protein	ARID3A
protein	ATF3
protein	BAX
protein	BBC3
protein	BCL2
protein	BCL2L14
protein	BCL6
protein	BDKRB2
protein	BID
protein	BNIP3L
protein	BTG2
protein	C12orf5
protein	C13orf15
protein	CARM1
protein	CASP1
protein	CASP10
protein	CASP6
protein	CAV1
protein	CCNB1
protein	CCNK
protein	CD82
protein	CDKN1A
protein	CEBPZ
protein	COL18A1
protein	CTSD
protein	CX3CL1
protein	DDB2
protein	DDIT4
protein	DKK1
protein	DUSP1
protein	DUSP5
protein	EDN2
protein	EGFR
protein	EPHA2
protein	FAS
protein	FDXR
protein	FOXA1
protein	GADD45A
protein	GPX1
protein	HDAC2
protein	HGF
protein	HIC1
protein	HSPA1B
protein	HTT
protein	IGFBP3
protein	IRF5
protein	JUN
protein	LIF
protein	LRDD
protein	MAP4K4
protein	MCL1
protein	MET
protein	MLH1
protein	MMP2
protein	MSH2
