protein	RNF14
protein	UBE2Q2
protein	RNF10
protein	RNF13
complex	Aurora A/PP2A (complex)
complex	NCAM-1:Major prion protein (complex)
complex	FASLG/FAS (trimer)/Btk (complex)
protein	DNA-PKcs
complex	RAD51:RPA complex (complex)
protein	CAMK4
protein	RNF114
protein	RNF115
complex	EGF R/SRC (complex)
protein	SPN
complex	VEGFR1 homodimer/VEGFA homodimer/SHP2 (complex)
complex	UbCH7/8/Parkin/Substrate/ubiquitin (complex)
complex	TLR2/TLR6 activating compounds/TLR2/TLR6/MYD88/IRAK/CD14 (complex)
complex	SL1 (complex)
protein	F XIa_0-0
protein	DHX9
protein	GRK5-GRK6
complex	betaPIX/CDC42/GTP/CBL (complex)
protein	SP1
protein	XPA
protein	SP3
protein	SP4
protein	SP5
abstract	Osteosarcoma (abstract)
complex	APC/C (complex)
complex	IL2/IL2R alpha/beta/gamma/JAK1/LCK/JAK3/IRS1-2/PI3K (complex)
complex	mTORC1 complex (complex)
complex	eNOS/Caveolin-1 (complex)
complex	Importin-beta:Ran GTP complex (complex)
protein	NSL1
protein	UGCG
complex	IL2/IL2R alpha/beta/gamma/JAK1/LCK/JAK3/PYK2 (complex)
protein	alpha 2-8 polysialyltransferases
protein	ITGA1
protein	ITGA2
protein	ITGA3
complex	mTOR/GBL/SIN1/PROTOR1/DEPTOR (complex)
complex	RB1/E2F4/DP (complex)
protein	DENND4A
complex	POL Delta:APE1-bound 5' incised DNA strand break containing first resynthesized nucleotide (complex)
protein	PHLDA3
protein	GAP43
complex	SIN3/HDAC complex/NCoR1 (complex)
complex	RAD50:MRE11 complex (complex)
complex	40s Ribosome subunit/60s Ribosome Subunit/RNA strand (complex)
abstract	chromatin remodeling (abstract)
protein	TIPRL
complex	VEGFR1 homodimer/NRP1/VEGFR 121 (complex)
complex	CDKs/Cyclin B1/2/14-3-3-sigma/ubiquitin (complex)
complex	Tie2/Ang1/Shc (complex)
complex	RAF1/14-3-3 E (complex)
complex	RUNX2/MSX2/DLX5/SIRT6/XRCC6/DNTT/WRN/NR1H4/DHX9/DLX2/XRCC4/PRKDC/HOXC8/PCNA/LIG4/MSX1 (complex)
complex	MHC II/TCR-CD3 (complex)
complex	Mature intronless transcript derived Histone mRNA:SLBP:eIF4E Complex (complex)
complex	PI3K/GAB1 (complex)
protein	COL4A3
complex	RNA Polymerase I:rRNATranscript:TTF-1:Sal Box Complex (complex)
complex	RET51/GFRalpha1/GDNF/Dok4 (complex)
complex	CBL:Sprouty (complex)
protein	HLX
protein	NOG
complex	HIF1A/ARNT (complex)
complex	ARF1/GTP/ARHGAP10 (complex)
complex	Shelterin Complex (complex)
protein	ITGAL
complex	Rev-bound HIV-1 mRNA (complex)
complex	CABIN1/MEF2D/CaM/Ca2+/CAMK IV (complex)
complex	RET51/GFRalpha1/GDNF/GRB10 (complex)
complex	p62DOK/Csk (complex)
complex	RAS activating ligand/RAS activating receptor (complex)
complex	LMNB1/SMARCA4/ZMIZ2/ARID1A/LMNA/SMARCB1/SPTAN1/STAT1/ING1/ADD1/HIC1/SMARCC1/NR4A1/ACTB/SMARCE1/DPF2/RELB/HSF1/STAT2 (complex)
protein	SMAD4
protein	SMAD5
protein	SMAD6
protein	SMAD7
complex	PDGFB-D/PDGFRB/SHP2 (complex)
protein	SMAD1
protein	SMAD2
protein	SMAD3
protein	Co-Repressors
complex	NFAT1-c-4/YWHAQ (complex)
complex	IL18/IL18R (complex)
abstract	cell growth and/or maintenance (abstract)
protein	NFATc A-alpha
complex	Focal complex (complex)
protein	UniProt:P63000-1 RAC1
protein	PLRG1
complex	CAMKII (8) (complex)
protein	CaMKI
protein	CaMKK
complex	PRDM4:Histone deacetylase (complex)
abstract	somite specification (abstract)
complex	insulin:insulin receptor (complex)
protein	F XIIa_0-0
complex	IL2/IL2R alpha/beta/gamma/JAK1/LCK/JAK3/SHC/GRB2/SOS1/GAB2/SHP2 (complex)
protein	EPAS1
protein	RNF111
complex	Opsins:photon (complex)
protein	TCEA1
protein	BFAR
complex	ETB receptor/Endothelin-2 (complex)
complex	pro-protein C, uncarboxylated (complex)
complex	Tie2/Ang1/GRB14 (complex)
complex	GABA/GABA receptor (complex)
protein	LMP
protein	CADPS2
complex	Fc epsilon R1/FcgammaRIIB/SHIP (complex)
protein	MCF2L
protein	LEO1
abstract	positive regulation of leukocyte migration (abstract)
complex	LPA/LPA2 (complex)
complex	DFF45:DFF40 complex (complex)
protein	UniProt:P14866 HNRNPL
protein	MGRN1
protein	E4ICDs_0-0
protein	SPHK2
protein	SPHK1
complex	Prefoldin (complex)
complex	betaglycan (dimer) (complex)
complex	eNOS:Caveolin-1:CaM:HSP90 (complex)
protein	BEGAIN
complex	WNT3A/LRP6/FZD5/DVL (complex)
complex	E2F1/DP (complex)
complex	IP receptor:Prostacyclin (complex)
abstract	cytokine production during immune response (abstract)
complex	STAT3 (dimer) (complex)
protein	siRNA
protein	BoNT B Light Chain
complex	voltage-gated calcium channel complex (complex)
protein	MCM10
protein	PEPCK
complex	NUP85/NUP107/NUP133/USP36/ANKRD52/PPP6R3/PPM1G/SHPRH/NUP37/SEC13/USP49/NUP43 (complex)
protein	NUP93
complex	BRCA1/CTIP (complex)
complex	VEGFR2 homodimer/VEGFA homodimer/GRB10 (complex)
protein	ATG4B
complex	Processive complex:Okazaki fragment:Flap:RPA heterotrimer:dna2 (complex)
complex	HIF1A/p53 (complex)
protein	PNP
complex	RB1/E2F1-3 (complex)
complex	Cdk5:p35 (complex)
complex	DAB1/LIS1 (complex)
complex	TSP-1/CD36/FYN (complex)
complex	NTRK2/NTF3/NTRK1/FRS2/CRK/RET/DOK1/SHC1/NRTN/DOK2/GFRA1/NTRK3 (complex)
protein	UniProt:P60880-1 SNAP25
complex	VEGFR2 homodimer/Frs2 (complex)
complex	EGFR/ErbB2/TGFA (complex)
complex	PDGF/PDGFRA/CRKL (complex)
complex	E2F-4/p107/p130 (complex)
complex	BRCA1/BARD1/Ubiquitin (complex)
complex	DNA containing UNG2-bound apurinic/apyrimidinic site (complex)
complex	CD4/CD4/CXCR4 (complex)
complex	SKI/SIN3a/NCoR1/TIF1B (complex)
abstract	regulation of vascular smooth muscle contraction (abstract)
protein	VPS33A
complex	CD82/IGSF8/PTGFRN/HLA-DMB/HLA-DRA/ITGA2/RABIF/ITGB1/TSPAN4/CD19/ITGA5/ITGA3/CD151/HLA-DOB/CD36/CD9/CD63/ITGA6/YES1/CD46/CD81 (complex)
complex	TNFR2 (complex)
complex	alpha4/beta1 Integrin/VCAM1 (complex)
complex	agrin/Integrin-alpha/Integrin-beta/dystroglycan 1/SRC/FAK/Paxillin/PKL/PIX/PAKs/dystrophin/actin (complex)
complex	Nephrin/NEPH1/podocin/Cholesterol (complex)
protein	Galectin3
complex	AKT1/RAF1 (complex)
protein	UniProt:P03508 NS
complex	SMO/beta Arrestin2 (complex)
protein	CHFR
protein	STXBP1
complex	RAP1A/GTP (complex)
complex	HDAC4/14-3-3 E (complex)
complex	MEF2D/NFAT1/Cbp/p300 (complex)
protein	APS
protein	APP
complex	STAT1/PIAS1 (complex)
complex	SMAD3/SMAD4/AR (complex)
complex	GPCR/G-alpha-q/G-beta/G-gamma/TUBBY (complex)
protein	APC
complex	proBDNF (dimer)/p75(NTR)/Sortilin/TRAF6/NRIF (complex)
complex	m7G capped Spliceosomal snRNA (complex)
complex	GRAP2/SLP76 (complex)
complex	Integrin alpha-V beta-1 (complex)
complex	IFN-beta/IFNAR1/IFNAR2 (complex)
protein	GGCX
complex	NOTCH1 heterodimer/NB-3 (complex)
protein	KHDRBS1
complex	AS160/14-3-3 (complex)
protein	TRAPPC4
complex	E-cadherin/Ca2+/beta catenin-gamma catenin/alpha catenin/p120 catenin (complex)
protein	LHCGR
protein	MKK3 fragments
complex	NGF/NGFR-active (complex)
protein	GATAD2A
protein	Cdc20/Cdh1
complex	cIAP1/cIAP2/TRAF2/TRAF3 (complex)
complex	Ephrin A5/EPHA5 (complex)
complex	Fyn:NCAM1:RPTP-alpha (complex)
complex	PIP3:RhoA (complex)
protein	IGFBP3
protein	IGFBP1
complex	BDNF (dimer)/TRKB (complex)
protein	IGFBP4
protein	IGFBP5
complex	SOS1/Eps8/AbI1 (complex)
complex	BAD/PKC delta/Alpha-Synuclein (complex)
complex	AKAP9/KCNQ2/CALM2/KCNQ1 (complex)
protein	GJA1
complex	DR4/5/Caspase 8/Caspase 10/APO-2L (complex)
complex	Thrombospondin-1 trimer (complex)
complex	FOXO1/FHL2/SIRT1 (complex)
complex	B-cell antigen/BCR complex/LYN (complex)
complex	DKK1/LRP6/Kremen 2 (complex)
protein	SPTAN1 (cleaved)_0-0
complex	pVav1:PIP3:Grb2:CD28 (complex)
protein	NIF3L1
complex	FAK/Src-Yes-Fyn/p130 CAS/CRK/DOCK1/ELMO (complex)
complex	Insulin/Insulin/Insulin Ra/Insulin Ra/Insulin Rb/Insulin Rb (complex)
protein	PAK2-PAK4
protein	PRKAR2A
complex	RNA primer:origin duplex:DNA polymerase alpha:primase complex (complex)
complex	Crk/p130 Cas/Paxillin/FAK1 (complex)
protein	FANCF
protein	MECOM
protein	ITGA2B
complex	PI3K bound to TRAT (complex)
complex	GLPR2:GLP2 (complex)
complex	SHP-1/SHP-2:pBTLA:HVEM (complex)
complex	Spliceosomal m3G capped snRNA loaded with the SM complex (complex)
complex	Cool/Pix Ubiquitinated:CDC42-GTP (complex)
complex	HRAS/SPRED1 (complex)
complex	EOTAXIN/CCR3/g-alpha-s/g-beta/g-gamma (complex)
complex	Stat3 activating cytokines/cytokine receptor/JAKs/TYK2 (complex)
protein	KIAA1267
protein	CLIC6
complex	alpha6/beta4 Integrin/Met /SHC/PI3K (complex)
protein	LRSAM1
protein	NUP107
complex	IL2R gamma cytokines/IL2R gamma (complex)
abstract	inflammatory response (abstract)
complex	spherical HDL:apoA-I:apoA-II:apoA-IV:apoC-II:apoC-III (complex)
protein	ITGA5
complex	ETA receptor/Endothelin-2 (complex)
protein	HNRNPAB
abstract	tube morphogenesis (abstract)
protein	ITGA6
complex	HGF(dimer)/MET(dimer)/GRB2 (complex)
protein	SF1
complex	transducin-beta/transducin-gamma (complex)
protein	FANCM
protein	SPAK
complex	RhoA/GTP (complex)
complex	STAT1/STAT3 (complex)
protein	CASP1
complex	IL-10R/JAK1 (complex)
complex	VEGFR2 homodimer/VEGFA homodimer/IQGAP1/Rac (complex)
abstract	regulation of filopodium assembly (abstract)
complex	ORC/CDC6/CDT1/Mcm2-7/SCF (complex)
protein	UniProt:P02751 FN1_subunit_32_2386_32-2386
complex	Glycosylated, palmitylated and folded HA trimer:Lipid Raft Complex (complex)
complex	RAB5/GDP/GDI1 (complex)
complex	WNT3/FZD1/LRP6 (complex)
protein	NR1D1
complex	NELF complex (complex)
protein	MYBL2
complex	VAV1/CBL/Ubiquitin (complex)
